0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188
0.002364898,0.071419339,0.370212859,8,4497.795155,791.035888,49.72882044,49.57558632,49.13798783,48.59648786,48.01886109,47.4326352,46.84770924,46.29164206,45.76336745,45.26601363,44.79766717,44.36445129,43.95523487,43.55970801,43.18114673,42.80901563,42.44982095,42.09577018,41.74814759,41.41060711,41.08103451,40.75836008,40.44138992,40.13038292,39.82753467,39.53019751,39.23930857,38.95492635,38.67573361,38.40272216,38.13430042,37.87086055,37.6125602,37.3596027,37.11102545,36.8671399,36.62721224,36.39192841,36.161241,35.934407,35.71175465,35.49260245,35.27802569,35.06702962,34.85981831,34.65597093,34.45608487,34.25967455,34.06689983,33.87752128,33.69153571,33.50886075,33.33083599,33.15742932,32.98862515,32.82250996,32.65878538,32.49708229,32.33752664,32.18009862,32.05040432,0.203424498,0.189879889,0.183407232,0.179552429,0.176821239,0.174633956,0.172753466,0.171238881,0.170056285,0.169082959,0.168160486,0.16721308,0.166213572,0.165189471,0.164178209,0.163190811,0.162245961,0.161337671,0.160457944,0.159618753,0.158807095,0.158026669,0.157269078,0.156533145,0.15581439,0.15510667,0.154413081,0.153732485,0.153065603,0.152412309,0.151769576,0.151133415,0.150506429,0.149889439,0.149284402,0.148688889,0.148100082,0.147515727,0.146939783,0.146375593,0.145820592,0.145270685,0.14472594,0.144192259,0.143668884,0.143149493,0.14263673,0.142136461,0.141641462,0.141153402,0.140677399,0.14020813,0.139771566,0.139344083,0.138937196,0.138507889,0.138078786,0.137651614,0.137227349,0.13680701,0.136459116,11.98099986,11.94408167,11.83865252,11.70819072,11.56902502,11.42778756,11.28686329,11.15289187,11.02561642,10.90579061,10.79295345,10.68858018,10.58998903,10.49469605,10.40349054,10.31383423,10.22729464,10.14199436,10.05824281,9.976920298,9.897517464,9.819776583,9.743410013,9.668480126,9.595515902,9.523879447,9.453796537,9.385281272,9.318016292,9.252240547,9.187570588,9.124100894,9.061869445,9.000925235,8.94103634,8.882277803,8.824472829,8.767786674,8.712207922,8.657557559,8.603914665,8.551115053,8.499417784,8.4485832,8.398660467,8.349548193,8.301390307,8.25406982,8.207625246,8.1619989,8.117190012,8.073178741,8.030287826,7.988509531,7.947840102,7.907818521,7.868372901,7.82941431,7.790973095,7.753044485,7.721797668
0.002098487,0.046872894,0.370650261,20,4839.640629,805.715077,120.6240994,119.8371651,118.335685,116.5962041,114.7961006,113.0069432,111.2589324,109.5642933,107.9258461,106.3730699,104.9438438,103.607475,102.33779,101.1219352,99.96682112,98.84824864,97.77944215,96.73827021,95.74207798,94.76979002,93.8222711,92.91069669,92.01996529,91.15180205,90.31073579,89.48762809,88.68842122,87.90780973,87.14269812,86.39796704,85.66932794,84.95459058,84.25745455,83.57443673,82.90360944,82.24919509,81.60639479,80.97547994,80.35713328,79.74902026,79.15302321,78.56799492,77.99451652,77.43144227,76.87858516,76.33550918,75.80272405,75.2792049,74.76461575,74.25888473,73.76160035,73.27254973,72.79152805,72.31831074,71.85259766,71.39373679,70.94196879,70.49763347,70.06017094,69.62892945,69.27387083,0.500839918,0.465513631,0.44818695,0.437595714,0.429927625,0.423692318,0.418243722,0.413276497,0.408631293,0.404353195,0.40056123,0.397115899,0.393903122,0.390865657,0.388018918,0.385269952,0.382662601,0.380133127,0.377695605,0.375335892,0.373014517,0.370782201,0.368589989,0.366444221,0.364360143,0.362308487,0.360309839,0.358347384,0.356412327,0.354521135,0.352660067,0.350823425,0.349023997,0.347250586,0.345498355,0.343772086,0.342071755,0.340392027,0.338738387,0.337110545,0.335503241,0.33391859,0.332358351,0.330818601,0.329299426,0.32779994,0.326322305,0.324863344,0.323422544,0.322000252,0.320595482,0.319208013,0.317837534,0.316483567,0.315145366,0.313821118,0.312512157,0.311219818,0.309942173,0.308677329,0.307630966,31.20110542,30.99755388,30.60917513,30.15923413,29.69361227,29.23082174,28.77867439,28.34033235,27.91652513,27.51487791,27.14518864,26.79951822,26.47109649,26.15659869,25.85781233,25.56847796,25.29201626,25.02270262,24.7650236,24.51352776,24.26843878,24.03264735,23.80224725,23.57768472,23.36013121,23.14722292,22.94049692,22.73858087,22.54067408,22.348039,22.15956634,21.97468955,21.7943656,21.61769351,21.44417468,21.27490128,21.10863202,20.9454371,20.78549311,20.6281962,20.47403325,20.32270752,20.17436934,20.02872233,19.88571813,19.74524396,19.60743165,19.47201612,19.33891046,19.20809608,19.07946654,18.95296678,18.82854382,18.70613956,18.58567638,18.46698561,18.35012952,18.23519599,18.12204021,18.01049358,17.91865272
0.002263208,0.032985975,0.37084796,19,4255.437343,818.351069,100.1399763,98.69973941,97.056801,95.40162907,93.77275974,92.19085433,90.66596511,89.19963725,87.7916265,86.44053831,85.14375575,83.89830453,82.70108753,81.54956503,80.44115844,79.37303113,78.34179657,77.34545465,76.37970829,75.44756824,74.54494402,73.67060523,72.82299942,72.00060419,71.20207776,70.42612833,69.67155731,68.93743015,68.22267817,67.52641559,66.84778327,66.18733653,65.54211639,64.91235449,64.2963627,63.69542756,63.10793759,62.53331773,61.97103939,61.42057443,60.88148965,60.35338251,59.83576621,59.32825208,58.83039404,58.34189868,57.86244393,57.39169556,56.92939555,56.47577213,56.02901163,55.5910897,55.15952672,54.73615727,54.3186414,53.90865113,53.50415555,53.10679741,52.71468871,52.32899375,52.01178668,0.423404531,0.391805651,0.376021878,0.366502806,0.359777123,0.354467216,0.349959353,0.345945115,0.342261704,0.338817205,0.335554845,0.332438139,0.329442141,0.326547782,0.323737701,0.321010506,0.318363685,0.31579049,0.31329261,0.310847124,0.308458848,0.306126369,0.30384682,0.301617298,0.299435517,0.297299148,0.295205981,0.293154621,0.291142988,0.289169586,0.287232857,0.28532479,0.283452348,0.281612231,0.279809241,0.278034986,0.276291476,0.274576806,0.272889428,0.271228002,0.269591676,0.267979743,0.266391133,0.264825105,0.263280629,0.261757239,0.260254319,0.258771156,0.257307338,0.255859108,0.254432755,0.2530184,0.251624766,0.25024388,0.248883868,0.247536722,0.246209391,0.244893856,0.243596826,0.242312738,0.241251652,22.86711571,22.53823544,22.16306796,21.78510693,21.41315214,21.05192164,20.70371087,20.36887268,20.04735128,19.73882824,19.44270598,19.1583053,18.88491898,18.62196707,18.36886074,18.12495224,17.88946826,17.66195207,17.44142242,17.22856683,17.02245122,16.82279462,16.62924255,16.44144735,16.25910263,16.0819134,15.90960596,15.7419669,15.5787522,15.41975959,15.26479286,15.11397885,14.96664185,14.82283476,14.6821721,14.54494765,14.41079342,14.2795781,14.15118099,14.02548148,13.90238065,13.78178659,13.66358812,13.54769649,13.43400985,13.3224612,13.21297698,13.10548087,12.99991396,12.89632836,12.79430992,12.69430979,12.59576172,12.49908467,12.40374428,12.31012238,12.2177552,12.12701787,12.03747925,11.94940522,11.8769705
0.00383869,0.040542765,0.371463797,15,7178.164837,794.5181455,195.3757011,185.2780682,177.1914053,170.8245404,165.3064692,160.3638029,155.8692519,151.7243001,147.8683019,144.2697599,140.9169036,137.7715558,134.8193511,132.0471597,129.4321788,126.9576525,124.6145987,122.3962666,120.3274953,118.4067932,116.5640205,114.827038,113.1720976,111.5742232,110.0309271,108.5662976,107.151093,105.7751199,104.4350383,103.1460237,101.9059646,100.695491,99.51328393,98.35809799,97.23480911,96.15223541,95.09464315,94.05911383,93.04489957,92.05238264,91.08737403,90.14987981,89.2294236,88.32515808,87.4407392,86.57437098,85.72594691,84.90757772,84.10501362,83.31795344,82.54626817,81.78854902,81.04695146,80.31988595,79.61413349,78.92435176,78.24507232,77.57786205,76.92284394,76.27996592,75.75473488,0.730718562,0.683858401,0.656429426,0.638080979,0.623356354,0.610587323,0.599008672,0.588272467,0.578190996,0.568672099,0.559710519,0.55123076,0.543142231,0.535429092,0.528057324,0.520997814,0.514235182,0.50781581,0.501909519,0.496506995,0.491273829,0.486363261,0.481696021,0.477152874,0.472720141,0.468565696,0.46453934,0.460592153,0.456709585,0.452962376,0.449356299,0.445816779,0.44233981,0.438924801,0.43559071,0.432372892,0.42921033,0.426091665,0.423015091,0.419983204,0.417023363,0.414145676,0.411314386,0.408530661,0.405776882,0.403059257,0.400379973,0.397777671,0.395231365,0.392730454,0.390272698,0.387857637,0.385470258,0.383113152,0.380813199,0.378548581,0.376320685,0.374125973,0.371961697,0.369825853,0.368075056,74.24324121,70.40611618,67.33316462,64.91374052,62.81686004,60.93863484,59.23069454,57.65560277,56.19031406,54.82285937,53.54876583,52.35352603,51.23168106,50.17824158,49.18454248,48.24421648,47.35385034,46.51087876,45.72474065,44.99486919,44.29461107,43.63455351,43.00567212,42.39847596,41.81201971,41.25545695,40.71767574,40.19480263,39.68556837,39.19573966,38.7245142,38.26453131,37.81528974,37.37631627,36.94946377,36.53808313,36.1361955,35.74269184,35.35728796,34.98012912,34.6134235,34.25717341,33.90739782,33.56377472,33.2276934,32.89847137,32.57606816,32.26508588,31.96010957,31.66102479,31.36778251,31.07984739,30.79803852,30.52175186,30.25356421,29.99144548,29.73331764,29.47977611,29.23086764,28.98657243,28.78698336
0.002810404,0.079705074,0.371550493,8,5869.792482,813.5946816,75.55869938,75.02008111,74.13275767,73.14986659,72.15221071,71.16862999,70.21094315,69.28268659,68.38351497,67.51296628,66.67152571,65.85834269,65.07216182,64.31210759,63.57687352,62.86513963,62.17555402,61.50738248,60.85921098,60.229741,59.61790212,59.02348477,58.44481217,57.88326044,57.33652755,56.80413246,56.28531662,55.77928385,55.29672026,54.83311647,54.38895067,53.95473017,53.52946186,53.12409001,52.72767646,52.33999215,51.95944666,51.58563195,51.22656264,50.87441836,50.52888696,50.18849487,49.85336687,49.5233098,49.20180648,48.88840476,48.5798916,48.27561629,47.97564414,47.68000028,47.38836315,47.1016389,46.82252155,46.54719593,46.27535675,46.00674764,45.74125962,45.47902603,45.2199768,44.96412055,44.75361338,0.299809987,0.284745908,0.278056219,0.273934944,0.270788883,0.268088903,0.265623618,0.263309812,0.261106175,0.258989661,0.256942687,0.254953336,0.253016691,0.251129723,0.249287369,0.24748484,0.245718773,0.243989126,0.242294575,0.240637538,0.239018003,0.237432795,0.235883187,0.234360382,0.232866401,0.231401482,0.229964062,0.228552343,0.227218576,0.225954993,0.224762301,0.223594377,0.222445014,0.221365758,0.22031269,0.219274743,0.218249882,0.217237161,0.216270459,0.215329638,0.214397898,0.213480306,0.212573243,0.211675955,0.210803604,0.209958354,0.209120776,0.208290435,0.207467606,0.206652705,0.20584472,0.205045312,0.204272371,0.203508445,0.202751423,0.202001581,0.201259914,0.200525652,0.199798305,0.199077353,0.198484181,23.58301895,23.414908,23.13796086,22.83118561,22.51980204,22.21281154,21.91390292,21.62417993,21.3435348,21.07182331,20.80919692,20.55539014,20.31001113,20.07278665,19.84330892,19.62116595,19.40593579,19.1973893,18.99508512,18.79861796,18.60765375,18.42212705,18.24151454,18.0662457,17.89560205,17.72943345,17.56750314,17.40956262,17.25894718,17.11424939,16.97561849,16.84009167,16.70735896,16.58083625,16.45710955,16.33610738,16.21733335,16.1006601,15.9885891,15.87867952,15.77083391,15.66459237,15.55999382,15.45697799,15.35663192,15.25881448,15.16252283,15.06755388,14.97392801,14.88165307,14.79062868,14.70113769,14.61402091,14.5280876,14.44324246,14.35940548,14.27654263,14.19469554,14.11384233,14.03398571,13.96828322
0.002810404,0.079705074,0.371550493,8,5869.792482,813.5946816,75.55869938,75.02008111,74.13275767,73.14986659,72.15221071,71.16862999,70.21094315,69.28268659,68.38351497,67.51296628,66.67152571,65.85834269,65.07216182,64.31210759,63.57687352,62.86513963,62.17555402,61.50738248,60.85921098,60.229741,59.61790212,59.02348477,58.44481217,57.88326044,57.33652755,56.80413246,56.28531662,55.77928385,55.29672026,54.83311647,54.38895067,53.95473017,53.52946186,53.12409001,52.72767646,52.33999215,51.95944666,51.58563195,51.22656264,50.87441836,50.52888696,50.18849487,49.85336687,49.5233098,49.20180648,48.88840476,48.5798916,48.27561629,47.97564414,47.68000028,47.38836315,47.1016389,46.82252155,46.54719593,46.27535675,46.00674764,45.74125962,45.47902603,45.2199768,44.96412055,44.75361338,0.299809987,0.284745908,0.278056219,0.273934944,0.270788883,0.268088903,0.265623618,0.263309812,0.261106175,0.258989661,0.256942687,0.254953336,0.253016691,0.251129723,0.249287369,0.24748484,0.245718773,0.243989126,0.242294575,0.240637538,0.239018003,0.237432795,0.235883187,0.234360382,0.232866401,0.231401482,0.229964062,0.228552343,0.227218576,0.225954993,0.224762301,0.223594377,0.222445014,0.221365758,0.22031269,0.219274743,0.218249882,0.217237161,0.216270459,0.215329638,0.214397898,0.213480306,0.212573243,0.211675955,0.210803604,0.209958354,0.209120776,0.208290435,0.207467606,0.206652705,0.20584472,0.205045312,0.204272371,0.203508445,0.202751423,0.202001581,0.201259914,0.200525652,0.199798305,0.199077353,0.198484181,23.58301895,23.414908,23.13796086,22.83118561,22.51980204,22.21281154,21.91390292,21.62417993,21.3435348,21.07182331,20.80919692,20.55539014,20.31001113,20.07278665,19.84330892,19.62116595,19.40593579,19.1973893,18.99508512,18.79861796,18.60765375,18.42212705,18.24151454,18.0662457,17.89560205,17.72943345,17.56750314,17.40956262,17.25894718,17.11424939,16.97561849,16.84009167,16.70735896,16.58083625,16.45710955,16.33610738,16.21733335,16.1006601,15.9885891,15.87867952,15.77083391,15.66459237,15.55999382,15.45697799,15.35663192,15.25881448,15.16252283,15.06755388,14.97392801,14.88165307,14.79062868,14.70113769,14.61402091,14.5280876,14.44324246,14.35940548,14.27654263,14.19469554,14.11384233,14.03398571,13.96828322
0.002852171,0.032200051,0.37294316,14,5849.245189,821.6620744,124.5429848,121.2967491,117.7616082,114.3299478,111.0967228,108.077497,105.2693396,102.6520416,100.2074234,97.91599822,95.76460723,93.74417843,91.90319413,90.1921036,88.60557919,87.09043275,85.66907381,84.30755881,83.00117132,81.75999248,80.55895793,79.40026471,78.29435209,77.21962849,76.17490929,75.17050774,74.19777465,73.25008457,72.32683673,71.43652006,70.56927937,69.72165231,68.89145009,68.0909524,67.3068458,66.54415176,65.79721697,65.07179193,64.36665265,63.67705121,63.00145251,62.34521173,61.70535734,61.08005725,60.46670971,59.86850321,59.28405736,58.71360918,58.15356694,57.60599751,57.06977075,56.54524657,56.03716975,55.54207033,55.05975025,54.58943785,54.13034237,53.68173195,53.2425893,52.81336826,52.46198479,0.513852053,0.483354189,0.467184552,0.455645621,0.446069612,0.43757347,0.429743976,0.422428392,0.415541193,0.409027463,0.402836319,0.396947003,0.391668724,0.38680235,0.382357928,0.378091016,0.374103327,0.370259554,0.366549494,0.363033454,0.35960777,0.356274083,0.353083378,0.349959767,0.34690067,0.343947334,0.341068078,0.338231955,0.335443547,0.332747888,0.330108774,0.327511893,0.324961118,0.322461519,0.320020518,0.317608656,0.315242391,0.312930702,0.310670242,0.308446502,0.306265229,0.304116253,0.302017563,0.299955257,0.297929963,0.295928904,0.293971244,0.292050297,0.290161491,0.288292614,0.286460679,0.284658897,0.282980517,0.281337749,0.279729289,0.278156411,0.276608285,0.275111238,0.27364537,0.272204252,0.271019714,38.73897987,37.72924128,36.62963899,35.56222418,34.55653255,33.61740517,32.74393042,31.9298223,31.16942608,30.4566804,29.78749223,29.15903973,28.58640327,28.05417015,27.5606832,27.08939831,26.64728593,26.22378795,25.81743733,25.4313698,25.05778912,24.69737867,24.35338558,24.0190938,23.69413486,23.38171669,23.07914897,22.78437084,22.49719546,22.22026329,21.95050888,21.68685527,21.42862163,21.17962757,20.93573194,20.69849667,20.46616329,20.24052051,20.02118759,19.8066877,19.59654335,19.39242027,19.19339415,18.99889514,18.80811396,18.62204238,18.44025104,18.26281366,18.08861304,17.91829208,17.75149924,17.58834648,17.43030966,17.27630945,17.12628423,16.979994,16.83719277,16.69765292,16.561058,16.4275492,16.3182517
0.003481427,0.075860314,0.374399851,15,5229.55255,782.3747768,128.2704612,126.9622609,125.109657,123.1449574,121.1956809,119.3029838,117.4778507,115.7226652,114.0400905,112.4268798,110.8799357,109.3947224,107.9675102,106.5940037,105.2749591,104.0368844,102.8898444,101.7812878,100.7412602,99.73578379,98.75625898,97.82958805,96.92938665,96.05073229,95.1916845,94.37415934,93.57419528,92.79338731,92.02898247,91.28610576,90.56613158,89.86022553,89.1673926,88.48655934,87.81950752,87.17506654,86.54132185,85.9201345,85.30838094,84.70656859,84.11485221,83.53848434,82.97222611,82.4154645,81.8670409,81.3275584,80.79514278,80.27165626,79.75984795,79.25578576,78.75868008,78.2683582,77.78479898,77.30804706,76.83738906,76.37799457,75.92599676,75.48020934,75.04004901,74.60662814,74.2490534,0.538115975,0.513040576,0.501181821,0.493359354,0.487065851,0.481490591,0.476322341,0.471437533,0.466759223,0.462264626,0.45791519,0.453712254,0.449638495,0.445681753,0.44186384,0.438336259,0.435152176,0.432059894,0.429205985,0.42644355,0.423746962,0.421197481,0.41873595,0.416324944,0.413963099,0.411708576,0.409513362,0.407349586,0.405216409,0.403128169,0.401115407,0.399137552,0.397188578,0.395269068,0.393368109,0.391522082,0.389711902,0.387917558,0.38614817,0.384399229,0.382671418,0.380984894,0.379327432,0.377685261,0.376058993,0.374445817,0.372850381,0.371274995,0.36973031,0.368203023,0.366689253,0.365189796,0.363704004,0.362233176,0.360779886,0.359349607,0.357940851,0.356547279,0.355170718,0.353803849,0.352674949,35.77401826,35.40916745,34.89248509,34.34453976,33.80089587,33.27303169,32.76401082,32.27449797,31.80523592,31.35531918,30.92388387,30.50966499,30.1116223,29.72855792,29.3606827,29.01538958,28.6954856,28.38631448,28.09625575,27.81583318,27.5426484,27.2842043,27.03314244,26.78808994,26.54850562,26.32050176,26.09739561,25.879632,25.66644315,25.45925838,25.25846103,25.06158721,24.86835942,24.67847827,24.49244071,24.31270921,24.13596084,23.96271466,23.79209952,23.62425693,23.45923006,23.29848382,23.14055711,22.98527895,22.83232623,22.68186714,22.53337897,22.38738109,22.2446402,22.10405966,21.96541926,21.82867084,21.69380848,21.56084465,21.42958039,21.30145746,21.17539743,21.05106945,20.92831084,20.80743183,20.70770595
0.001844505,0.096333957,0.374788394,13,4852.517752,813.3363033,73.86874129,74.20082645,74.03202999,73.6581823,73.19369674,72.68697778,72.16186509,71.63010657,71.09947329,70.57321012,70.05192651,69.53701235,69.03045403,68.53183127,68.04136056,67.55906496,67.08492009,66.61935087,66.16053548,65.70990494,65.26686302,64.83424156,64.41769461,64.02101239,63.63034998,63.25732795,62.89104797,62.53041697,62.18369976,61.84289226,61.5069681,61.17562801,60.85643813,60.54159665,60.23072644,59.92382128,59.62539068,59.33217594,59.04249477,58.75626105,58.47468972,58.19997602,57.92845411,57.65996029,57.39438509,57.13274848,56.87667288,56.62372516,56.37296169,56.12556199,55.88088026,55.64133649,55.40387402,55.16898246,54.93639198,54.7060577,54.47857067,54.2550588,54.03377126,53.81455866,53.6333197,0.338894391,0.315927964,0.30541985,0.299612762,0.295842814,0.293058169,0.290790613,0.288818818,0.287025728,0.28534648,0.283751717,0.282222689,0.280741219,0.279300183,0.277893979,0.276518275,0.275169946,0.27384427,0.272545581,0.27126582,0.270005757,0.268775613,0.26761165,0.266528095,0.265463204,0.264459227,0.263481742,0.262514902,0.261595211,0.260698089,0.259809783,0.258930942,0.258093747,0.257267485,0.256449692,0.255639714,0.254855983,0.254086594,0.253324859,0.252569969,0.251826503,0.251103466,0.250387445,0.249677689,0.248973474,0.248278543,0.247599394,0.246924349,0.246257015,0.245592639,0.244937621,0.244294283,0.243658021,0.243026495,0.242399731,0.241777248,0.241161119,0.240555554,0.239954342,0.239357356,0.238862366,19.15653562,19.24265596,19.19888162,19.10193091,18.9814749,18.85006641,18.71388783,18.57598578,18.43837554,18.30189861,18.16671304,18.03317927,17.90181244,17.77250355,17.64530875,17.52023402,17.39727304,17.27653599,17.15755044,17.04068748,16.92579249,16.81359985,16.70557586,16.60270343,16.50139212,16.40465554,16.30966738,16.21614419,16.12622929,16.03784696,15.95073105,15.86480393,15.78202775,15.70037925,15.61976062,15.54017026,15.46277763,15.38673764,15.31161401,15.23738442,15.16436394,15.09312186,15.02270751,14.95307845,14.88420627,14.8163555,14.74994688,14.68434942,14.6193184,14.55515972,14.49170589,14.4295845,14.36800286,14.30708794,14.24676976,14.18703669,14.128042,14.0700782,14.01269124,13.95584237,13.90884129
0.001844505,0.096333957,0.374788394,13,4852.517752,813.3363033,73.86874129,74.20082645,74.03202999,73.6581823,73.19369674,72.68697778,72.16186509,71.63010657,71.09947329,70.57321012,70.05192651,69.53701235,69.03045403,68.53183127,68.04136056,67.55906496,67.08492009,66.61935087,66.16053548,65.70990494,65.26686302,64.83424156,64.41769461,64.02101239,63.63034998,63.25732795,62.89104797,62.53041697,62.18369976,61.84289226,61.5069681,61.17562801,60.85643813,60.54159665,60.23072644,59.92382128,59.62539068,59.33217594,59.04249477,58.75626105,58.47468972,58.19997602,57.92845411,57.65996029,57.39438509,57.13274848,56.87667288,56.62372516,56.37296169,56.12556199,55.88088026,55.64133649,55.40387402,55.16898246,54.93639198,54.7060577,54.47857067,54.2550588,54.03377126,53.81455866,53.6333197,0.338894391,0.315927964,0.30541985,0.299612762,0.295842814,0.293058169,0.290790613,0.288818818,0.287025728,0.28534648,0.283751717,0.282222689,0.280741219,0.279300183,0.277893979,0.276518275,0.275169946,0.27384427,0.272545581,0.27126582,0.270005757,0.268775613,0.26761165,0.266528095,0.265463204,0.264459227,0.263481742,0.262514902,0.261595211,0.260698089,0.259809783,0.258930942,0.258093747,0.257267485,0.256449692,0.255639714,0.254855983,0.254086594,0.253324859,0.252569969,0.251826503,0.251103466,0.250387445,0.249677689,0.248973474,0.248278543,0.247599394,0.246924349,0.246257015,0.245592639,0.244937621,0.244294283,0.243658021,0.243026495,0.242399731,0.241777248,0.241161119,0.240555554,0.239954342,0.239357356,0.238862366,19.15653562,19.24265596,19.19888162,19.10193091,18.9814749,18.85006641,18.71388783,18.57598578,18.43837554,18.30189861,18.16671304,18.03317927,17.90181244,17.77250355,17.64530875,17.52023402,17.39727304,17.27653599,17.15755044,17.04068748,16.92579249,16.81359985,16.70557586,16.60270343,16.50139212,16.40465554,16.30966738,16.21614419,16.12622929,16.03784696,15.95073105,15.86480393,15.78202775,15.70037925,15.61976062,15.54017026,15.46277763,15.38673764,15.31161401,15.23738442,15.16436394,15.09312186,15.02270751,14.95307845,14.88420627,14.8163555,14.74994688,14.68434942,14.6193184,14.55515972,14.49170589,14.4295845,14.36800286,14.30708794,14.24676976,14.18703669,14.128042,14.0700782,14.01269124,13.95584237,13.90884129
